ID,TEMA,LOCAL,TEMPO,CATEGORIA,STATUS,DESCRICAO,URL,ANO,MES,DIA,DIA_DO_ANO,SEMANA_DO_ANO,DIA_DA_SEMANA,TRIMETRES,CASOS
 154543005,Cadeira Kesh,João Pessoa - PB,2022-01-12,Supermercados<->Carrefour - Loja Física<->Produtos estragados,Respondida,"Comprei uma cadeira Kash telada em 14 maio de 2022. Pois bem, hoje, 1/12/22 a cadeira simplesmente torou embaixo do braço esquerdo (bem na parte curvada) onde fica o parafuso. O mais absurdo de tudo é que moro sozinho e faço uso da cadeira 4 horas por dia em momentos intervalados e tenho 1,80m e 72kg. Solicito uma providência com brevidade em relação a solução. Att,Gleyfson G Ribeiro",https://www.reclameaqui.com.br//carrefour-loja-fisica/cadeira-kesh_BVcNqW06g3E6xhcS/,2022,1,12,12,2,2,1,18
 154493043,RECLAMO QUE COMPREI UM CELULAR DIA: 24/11/22 GALAXI A03 CORE,Goiânia - GO,2022-01-12,Celular<->Blackfriday<->Carrefour - Loja Física<->Mau Atendimento<->Celulares e Smartphones,Resolvido,"RECLAMO QUE COMPREI UM CELULAR DIA: 24/11/22 GALAXI A03 CORE COM O PREÇO DA BLACK E O CELULAR VEIO COM A COR VERDE , SENDO QUE QUERIA NA COR PRETA SENDO QUE OBSERVEI QUE 32 GIGAS TBM NAO TERÁ MEMORIA SUCIENTE PARA USO - QUERO O CANCELAMENTO DE FORMA QUE VENHA ESTORNA O VALOR NO MEU CARTÃO DO CARREFOUR QUE COMPREI - AGUARDO SOLUÇÃO OBSERVAÇÃO : TENHO NOTA FICA E O CELULAR ESTA LACRADO ",https://www.reclameaqui.com.br//carrefour-loja-fisica/reclamo-que-comprei-um-celular-dia-24-11-22-galaxi-a03-core_gggTvcGmvQk0lQYS/,2022,1,12,12,2,2,1,18
 154500755,Carrefour não entregaTV,Caraguatatuba - SP,2022-01-12,Propaganda enganosa<->Carrefour - Loja Física,Resolvido,"Comprei uma tv no Carrefour São José dos Campos, no dia 14/11/2022 e até agora não recebi . A loja empurra p/ transportadora, e até agora nada da entrega",https://www.reclameaqui.com.br//carrefour-loja-fisica/carrefour-nao-entregatv_3xUcgLZWaVq4E5Nm/,2022,1,12,12,2,2,1,18
 154513435,Pagamento com VR Sodexo recusado,São Bernardo do Campo - SP,2022-01-12,Supermercados<->Estorno do valor pago<->Carrefour - Loja Física,Em réplica,"Desde o inicio da pandemia o Carrefour Vergueiro em São Bernardo do Campo começou a aceitar como forma de pagamento VR de todos os tipos, inclusive o Sodexo que é o cartão que eu sempre paguei as compras, inclusive no mês passado final de Outubro eu paguei com este cartão.Ontem (30/11/22) fui ao supermercado fazer as compras do mês, ou seja, enchi o carrinho e quando fui pagar com o VR Sodexo fui informada que não aceitavam mais, não houve nenhum aviso prévio e nem tampouco consta esta informação no site, acabei pagando com recurso de cartão débito um valor que não podia pagar BRL 512,33, já que estava a quase 3 hs no mercado não ia deixar todas as compras e ja eram quase 22:00 hs da noite.Não concordo com o que fizeram e solicito reembolso do valor que paguei pela falta de comunicação ao consumidor e por ter de utilizar de outro recurso o qual não estava disponivel, somente paguei por não ter outra opção no momento, com o carrinho cheio e uma fila enorme atras de mim.Aguardo solução.Obrigada !",https://www.reclameaqui.com.br//carrefour-loja-fisica/pagamento-com-vr-sodexo-recusado_deninutJ9D2pMP9S/,2022,1,12,12,2,2,1,18
 154518693,FIZ COMPRAS NO SUPERMERCADO CARREFOUR CANOAS COMPREI TRÊS SABÕES EM PÓ,Canoas - RS,2022-01-12,Supermercados<->Carrefour - Loja Física<->Atraso na entrega,Não respondida,FIZ COMPRAS NO SUPERMERCADO CARREFOUR CANOAS COMPREI TRÊS SABÕES EM PÓ GOTA MÁGICA E SÓ VEIO DOIS E FOI COBRADO OS TRÊS TEM UM COBRANÇA QUE CONSTA SABÃO EM PÓ GOTA MÁGICA 800 G 2 UNIDADES.,https://www.reclameaqui.com.br//carrefour-loja-fisica/fiz-compras-no-supermercado-carrefour-canoas-comprei-tres-saboes-em-po__PM9WoB50xlgLS6u/,2022,1,12,12,2,2,1,18
 154522291,"compra de peixe , e o mesmo não consegui utilizar por estar ruim",Rio de Janeiro - RJ,2022-01-12,Supermercados<->Carrefour - Loja Física<->Produtos estragados,Resolvido,"dia 01/12/22 minha mãe foi na loja da Av Dom Helder Camara e fez uma compra de 1,142kg de Peixe Curvina . Ficou esperando para ser atendida e depois de algum tempo o funcionario entregou o pedido para ela . Mais quando chegou em casa para fazer o almoço o peixe estava com cheiro estranho , e depois de fazer os processos para utilização foi provar e o gosto do peixe estava horrivel. Gostaria de saber como posso ser ressarcida do valor pago.",https://www.reclameaqui.com.br//carrefour-loja-fisica/compra-de-peixe-e-o-mesmo-nao-consegui-utilizar-por-estar-ruim_EJ9ACsU2cEIVRCIk/,2022,1,12,12,2,2,1,18
 154531455,Pagar por diferença de troca,Rio de Janeiro - RJ,2022-01-12,Carrefour - Loja Física<->Divergência de valores<->Hipermercados,Respondida,"Comprei 4 Cuecas Box Zorba dia 25/11/2022, seriam pra presente a um tio em  outro Estado, mas confirmei que o tamanho seria G e não GG. Fui hoje dia 01/12/2022 a loja pra realizar a troca. A gerente autorizou mediante a um vale. So que as cuecas eram 14,99 cada, e hoje estavam por 29,99. O dobro do valor. Como nao aceitei para mais 60, 00 de diferença ela não autorizou a troca. Todas elas no mesmo modelo mesmo sendo P,M,G e GG são o mesmo valor.  Achei um absurdo ela querer que eu pagasse a diferença ja que os produtos são os mesmos só mudam de tamanho.Aguardo uma solução",https://www.reclameaqui.com.br//carrefour-loja-fisica/pagar-por-diferenca-de-troca_sfPuKvSdF7LNPB6l/,2022,1,12,12,2,2,1,18
 154288877,Tentativa de furto Carrefour manilha,Niterói - RJ,2022-01-12,Supermercados<->Acidente no estacionamento<->Carrefour - Loja Física,Não respondida,"No dia 25/04 às 20:15 entramos no Carrefour para fazermos uma compra. Somos clientes frequentes da rede, íamos pelo menos 3x na semana. Às 20:40 fizemos a compra, em menos de 30 minutos dentro do mercado, voltamos ao carro e notamos um amassado na porta do carona. Tentaram abrir, com alguma chave ou objeto. O carro era alugado da Localiza, que fica na mesma área do Carrefour. Entramos no mercado, chocados com a falta de segurança de tivemos em tão pouco tempo e notificamos ao responsável. Como pode, em menos de 30 minutos, o mercado não oferecer nenhum tipo de segurança pro cliente??? Como foi sugerido, fizemos o BO, enviamos todos os documentos. Até agora NADA. Nenhum contato, nenhum reembolso, NADA. Tivemos que arcar com o custo da Localiza, pois o carro foi entregue danificado. Inacreditável uma rede tão grande não ter o MÍNIMO de cuidado e segurança com o cliente. Estamos há meses tentando contato, aguardando algum posicionamento. Lamentável. Exijo um reembolso do valor cobrado pela locadora ou NO MÍNIMO, duas diárias de cortesia para compensar todo o estresse emocional e perda financeira. Entendo que, como carrefour e localiza são duas empresas que trabalham próximas na unidade de São Gonçalo, será possível uma solução rápida e decente, certo? Sou cliente assídua das 2 redes e é lamentável todo o estresse que foi gerado. Ficamos no aguardo de uma solução para que não seja necessário entrarmos com medidas legais. ",https://www.reclameaqui.com.br//carrefour-loja-fisica/tentativa-de-furto-carrefour-manilha_gGl6YfA0QpCQTUZZ/,2022,1,12,12,2,2,1,18
 154237349,Carrefour shopping Eldorado se nega a aceitar devolução ,São Paulo - SP,2022-01-12,Carrefour - Loja Física<->Troca-Devolução de produto<->Blackfriday<->Hipermercados,Não respondida,"Estou aqui na loja Carrefour do shopping Eldorado e o gerente Edson 360985 se negou a aceitar a devolução de produtos que comprei online hoje pela manhã. Eles estavam anunciados por outro valor, mas na hora que o assistente realizou a compra, os valores cobrados foram quase o dobro. Estou na loja querendo devolver os produtos e aceito até vale compras, mas se negam! Terei de abrir reclamação no consumidor.gov ou entrar no procon com danos morais e materiais ",https://www.reclameaqui.com.br//carrefour-loja-fisica/carrefour-shopping-eldorado-se-nega-a-aceitar-devolucao_euap2U7E8YO9dGJv/,2022,1,12,12,2,2,1,18
 154545749,Óleo  de coco com cheiro ruim,São Paulo - SP,2022-01-12,Mau Atendimento<->Carrefour - Loja Física<->Hipermercados,Resolvido,"Fui fazer compras no Carrefour de São Caetano dia 14/11/2022, comprei o óleo de coco orgânico, semana passada fui fazer um bolo, e quando abri o cheiro era e ruim, não tinha cheiro nem gosto de óleo de coco, então liguei para o telefone que consta na embalagem, lá o Carrefour só fala de catão de credito, eu queria saber o porque desse cheiro ruim, mas não consegui.Validade 17/08/2023 - L 08/22 RS ",https://www.reclameaqui.com.br//carrefour-loja-fisica/oleo-de-coco-com-cheiro-ruim_YiNUH1ToJ38Hkzqp/,2022,1,12,12,2,2,1,18
 154207089,site funciona como cata bobo,Goiânia - GO,2022-01-12,Propaganda enganosa<->Carrefour - Loja Física<->Blackfriday<->Hipermercados,Não respondida,"Site é um preço, mas não finaliza. Contando com a boa prática de seus concorrentes, onde na loja compra-se na mesmas condições do site eu, assim como muitos, imagino, fui à unidade física, na unidade Sul em Goiânia, mesmo produto com valor mais de 20% mais alto, já acostumados com a prática, mal educados, procurei atendimento ao cliente, onde fui atendido por Jaqueline Almeida, também sem tato no atendimento ao cliente. Me senti em uma repartição pública pedindo favor. Qualidade péssima em atendimento, práticas leoninas,  encontrei com outros clientes na mesma situação. Que jeito horrível e malicioso de fazer negócio!",https://www.reclameaqui.com.br//carrefour-loja-fisica/site-funciona-como-cata-bobo_MLneYgYn6cINdnaP/,2022,1,12,12,2,2,1,18
 154559787,Chá Preto Carrefour com cheiro de mofo e sem gosto,Santos - SP,2022-01-12,Chás<->Bebidas<->Carrefour - Loja Física<->Produtos estragados,Respondida,"Boa noite, comprei 2 caixas do chá preto da marca Carrefour com validade para 12/22Porem ao abrir a primeira caixa notei que os envelopes de papel estava cheirando a mofo, o chá depois de feito está amargo e sem gosto.Não esperava que isso poderia acontecer dentro do prazo de validade já que compro muitos produtos da marca Carrefour e sempre são de boa qualidade.Gostaria de ter uma solução para o problema, estou enviando fotos do produto com validade e lote.Fico no aguardoAtenciosamente  ",https://www.reclameaqui.com.br//carrefour-loja-fisica/cha-preto-carrefour-com-cheiro-de-mofo-e-sem-gosto_5dxx_Ae4TvnMbCud/,2022,1,12,12,2,2,1,18
 154563425,preço Combustível posto Carrefour Raposo Tavares,São Paulo - SP,2022-01-12,Propaganda enganosa<->Carrefour - Loja Física,Resolvido,"Boa tarde,Tenho três reclamações a fazer para essa unidade. 1 - Eu sempre abasteço meu carro e moto nesse posto, e já não é a primeira vez que fico muito tempo aguardando, já teve dias de ficar 40 a 50 minutos, e eu gravar isso, ai quando chego na bomba, só quando chego na bomba que sou informada que não há gasolina comum, apenas aditivada, mas ninguem avisa antes para as pessoas que estão aguardando, e o preço da comum fica exposta nos letreiros como se tivesse tudo normal, ou seja, isso é [Editado pelo Reclame Aqui], não notificam que não há gasolina que estão fazendo a propagando, e ofertam a aditivada, e temos que pagar mais caro, pois perdemos 50 minutos em fila, é horrivel isso. A proxima vez que isso ocorrer chamarei a policia e vou processar. 2 - Senti que ao abastecer o carro no posto carrefour nos ultimos 3 meses, meu carro começou a trepidar quando parado em marcha lenta. e realizei um teste abastecendo o mesmo tanto (quando na reserva) em outro posto, e vi que o carro andou mais e sem problemas. O mesmo quantidade de litros e o carro teve uma queima melhor. Vale apresentar aqui a minha desconfiança na qualidade dos combustíveis na rede Carrefour. 3 - Ao informar isso a uma frentista ela simplesmente me tratou como uma idiota , falei que o meu mecanico pediu para eu comunicar o problema, ela ateve a coragem de falar que meu mecanico não sabe de nada, que sempre tem mecanicos que gostam de falar o que nao sabem para [Editado pelo Reclame Aqui] nosso dinheiro, ela falou que eu não sabia o que eu estava falando, que ela tinha conhecimento e curso de mecanica, se ela fez curso, então pq não virou uma mecanica ao inves de frentista? e ainda me tratar e me tirar como burra, leiga. Gostariia muito de soluções e retorno. ",https://www.reclameaqui.com.br//carrefour-loja-fisica/preco-combustivel-posto-carrefour-raposo-tavares_9hDBjy5c2V3xx8qN/,2022,1,12,12,2,2,1,18
 154563951,Não respeita o consumidor ,Garça - SP,2022-01-12,Mau Atendimento<->Carrefour - Loja Física,Em réplica,"PONTO 1- Eu e meu esposo viemos por motivos pessoais a Santos, meu esposo é fumante, e já não é a primeira vez que abri reclamado a este respeito, da outra vez optei por não levar o processo adiante devido as ligações e pedidos de desculpas, porém com a repetição constante do problema não vejo outra alternativa, uma vez que atitudes abusivas como está, só passa em branco por não ter quem denuncie. Nós dirigimos ao Carrefour na Av. Conselheiro Nébias 802, Boqueirão, por volta das 19:40, onde foi nos imposto a compra de pacotes fechados de cigarros, na clara tentativa de nós vender mais do que precisamos, uma vez que se trata de produto embalado em pacotes e reembalado em maços individuais onde o fracionamento não interfere ou prejudica em nada a venda dos demais , como já é sabido a compra fracionada é um direito previsto no Código de Defesa do Consumidor (CDC), que garante que o fornecedor não pode limitar quantidade máxima ou mínima para compra de produtos.Isso significa que, para alguns produtos, essa limitação é vista como prática abusiva e pode ser alvo de processo jurídico e indenização, caso o fornecedor não se ajuste às exigências do CDC e atenda o pedido do consumidor.Basicamente, alguns produtos de consumo que são vendidos em forma de pacotes podem ser retirados da embalagem e consumidos individualmente, como ocorre no caso do CIGARRO.PONTO 2- além de sermos colocados em situações vexatórias , tambem fomos maltratados pela operadora de caixa e gerente na ocasião, onde foi nos dito ""que por elas poderíamos fazer o que quisermos que não ligavam"". Dado tamanho desrespeito não nós resta alternativa se não a de se defender na justiça, já que claramente o supermercado não se preocupa e nem respeitam o consumidor.",https://www.reclameaqui.com.br//carrefour-loja-fisica/nao-respeita-o-consumidor_NcL3RdGWMIeqzRmB/,2022,1,12,12,2,2,1,18
 154565681,Malandragem com o cliente ,Jacareí - SP,2022-01-12,Produto com defeito<->Carrefour - Loja Física,Em réplica,Hoje  realiEi a compra de 600 gramas de camarão  ao chegar em casa fui fazer a limpeza dos mesmo  e identifiquei que tinha mais que a metade só a cabeça sem o corpo inteiro ou seja paguei por algo que foi pro lixo  selecionam as cabeça e pesaram junto ,https://www.reclameaqui.com.br//carrefour-loja-fisica/malandragem-com-o-cliente_maiGT1VVQ_y3potR/,2022,1,12,12,2,2,1,18
 154569373,COMPRA LOJA FÍSICA CARREFOUR SALIM FARAH MALUF,São Paulo - SP,2022-01-12,Eletrodomésticos<->Lavadora de roupas e Tanquinho<->Carrefour - Loja Física<->Atraso na entrega,Resolvido,"Comprei máquina de lavar e secar NF 250289 ficaram de entregar 4af dia 30/11/22 e até hoje nada, ligo no número da loja e só ocupado.Preciso de ajuda.GrataKatia",https://www.reclameaqui.com.br//carrefour-loja-fisica/compra-loja-fisica-carrefour-salim-farah-maluf_3gYCXucNpexnCkpl/,2022,1,12,12,2,2,1,18
 154571203,Atendimento péssimo ,São Paulo - SP,2022-01-12,Supermercados<->Mau Atendimento<->Carrefour - Loja Física,Em réplica,"Prezados, boa noite Fui fazer compra hoje, por volta das 21h.Consegui comprar duas calças no cartão Carrefour, sem problemas.Porém, ao passar a compra do mês (R$523.00), o sistema da Alelo, caiu.Quanto a isso, ok.Estava sendo atendida por uma senhora, chamada Marilze, que tentou passar o cartão algumas vezes, sem sucesso.Ela precisou se ausentar e chamou a ajudante dos caixas ou fiscal, e que foi extremamente grosseira.Questionou se eu teria outra forma de pagamento e quando eu recusei, ela fez cara feia e claramente não quis continuar.Os caixas em volta aprovaram as compras no cartão Alelo, porque insistiam e esse ser humano, simplesmente não quis seguir tentando.Eu entendo que a culpa não é do mercado, afinal sistemas caem, mas esse ser humano é completamente despreparado para lidar com pessoas.GrosseiraMal educadaSem a menor vontadeE quando a senhora, saiu do caixa, acredito que para ir ao banheiro, ela ficou repetindo alto, que estava no cx porque a Marilze havia saído  por PTO / RTO ( nao sei ao certo ) e reprovando o motivo.Ela não quer trabalhar Tantas pessoas precisando e essa pessoa com tanta ma vontade.Péssimo atendimento  Passei o dia trabalhando, passo no mercado, rodo entre as gôndolas por 1 hora, carrego peso e no final, alem da frustração da negativa do cartão, passo por um atendimento tão escroto.",https://www.reclameaqui.com.br//carrefour-loja-fisica/atendimento-pessimo_exh1yxyNEqqUAybJ/,2022,1,12,12,2,2,1,18
 154557247,Qualidade ,São Paulo - SP,2022-01-12,Supermercados<->Carrefour - Loja Física<->Produtos estragados,Respondida,"Comprei dois sucos xando e veio amargo estragado,meu filho tomou e fiquei até com medo quando fui ver tava horrível..... no expositor estava o preço de cervejas 2.99 com 350ml porém a cerveja é de 310ml toda vez tem que ficar atenta a esse Carrefour de pirituba pois os preços não condiz com os produtos quando não está sem preço, tem oportunidades que podem ser melhoradas no estabelecimento.",https://www.reclameaqui.com.br//carrefour-loja-fisica/qualidade_1DneZa-2ttrZ8PZw/,2022,1,12,12,2,2,1,18
